update_index,episode_index,approx_kl,clip_fraction,entropy,policy_loss,value_loss
0,7,0.01643393635749817,0.1921875,29.97835807800293,0.0019754899044831594,22.787755552927653
1,15,0.011066010594367981,0.08489583333333334,29.129564793904624,0.0005149181000888347,18.156916173299155
2,23,0.014268153409163157,0.11354166666666667,29.342774454752604,-0.0003030687570571899,13.563092136383057
3,31,0.012012799084186555,0.10989583333333333,32.26588611602783,-0.004059637275834878,10.934277641773225
4,39,0.009643172224362692,0.05572916666666667,31.35967648824056,0.0026607275009155273,8.85729029973348
5,47,0.0132388174533844,0.17708333333333334,32.09268652598063,0.00047795549035072326,10.201849309603373
6,55,0.01412909875313441,0.20625,31.84056396484375,-0.0014304937794804573,11.078122440973917
7,63,0.017250865697860718,0.15833333333333333,31.852887662251792,0.0023884429906805356,11.421468901634217
8,71,0.021650572617848713,0.17552083333333332,32.13376649220785,-8.159807572762171e-05,9.397600205739339
9,79,0.013582564393679301,0.17552083333333332,29.781180381774902,-0.0032082796096801758,15.209661881128946
10,87,0.011924123764038086,0.1171875,29.74072240193685,-0.0009721074253320694,9.636906226476034
11,95,0.012170833349227906,0.10625,29.68731753031413,-0.005249997818221649,7.857211542129517
12,103,0.01381069521109263,0.11145833333333334,33.544637552897136,-0.004250867230196794,11.697684939702352
13,111,0.01234795202811559,0.0703125,32.35440616607666,-0.0004771523177623749,12.099602349599202
14,119,0.015126573046048482,0.10416666666666667,32.12330722808838,-0.006419464169691007,10.695268678665162
15,127,0.015239162743091584,0.12083333333333333,31.864701652526854,-0.004404570286472638,11.30376718044281
16,135,0.009072576463222504,0.08541666666666667,32.07372341156006,-0.0017326440662145614,9.485489384333293
17,143,0.011806533734003703,0.06979166666666667,30.759216753641763,8.903834968805313e-05,12.339495452245076
18,151,0.013213782012462616,0.09635416666666667,28.195249938964842,-0.0060706660461922485,11.283829482396444
19,159,0.009629345933596293,0.11302083333333333,28.518459510803222,-0.0069878171663731335,9.148075071970622
20,167,0.0073635791738828026,0.07447916666666667,28.945275370279948,0.00018386412411928177,6.410671512285869
21,175,0.013633552690347035,0.121875,32.17867259979248,-0.006613514324029287,9.544097264607748
22,183,0.009217754503091176,0.10208333333333333,32.23181444803874,-0.005769190192222595,6.81423085530599
23,191,0.013051160176595052,0.08697916666666666,33.22394568125407,-0.005004711324969927,10.253520568211874
24,199,0.008238141735394796,0.030208333333333334,33.016975529988606,0.0011700597281257311,9.292052189509073
25,207,0.012286390364170074,0.090625,32.41165720621745,-0.001769490633159876,9.477822192509969
26,215,0.010122554997603098,0.05364583333333333,33.758745257059736,-0.0035531016377111277,9.238182751337687
27,223,0.009810803333918254,0.0703125,31.381613985697427,-0.004585379175841809,8.32484351793925
28,231,0.008575256168842315,0.0921875,31.322773043314616,-0.008195464809735617,9.469932746887206
29,239,0.011227117478847503,0.06354166666666666,30.484830729166667,-0.007941948684553305,7.347137292226155
