instance_id,seed,mapping_sha256,coalition,coalition_member_count,initial_source,initial_sha256,initial_cost_cny,search_candidate_cost_cny,final_cost_cny,saving_from_initial_cny,selected_source,cross_contractor_customers,cross_contractor_quantity_kg,used_cv,used_ev,route_pool_records,complete_candidate_evaluations,elapsed_seconds,solution_sha256,status,violation_count
cn-prd-150c-01-V2-LOCATIONS,1,962c926f1d0b702f9b6a27d7b8e130691a86f2ba272f5c211d8b9abd57c0a8ab,D_dongguan,1,SINGLETON_COMMON_INITIAL,2ab61593869648d7aacb233ca99771f11476f081e873e08098e205383fcd5dd7,2049.5598252379923,1578.3942076506735,1578.3942076506735,471.1656175873188,SEARCH_STRICT_IMPROVEMENT,0,0,2,1,27,32,0.9765324170002714,d0b5764a58152581669b301ce270aff1c4a2cc53f827b5ae08c30da00215622a,PASS,0
cn-prd-150c-01-V2-LOCATIONS,1,962c926f1d0b702f9b6a27d7b8e130691a86f2ba272f5c211d8b9abd57c0a8ab,D_foshan,1,SINGLETON_COMMON_INITIAL,2f32e27521d2a911bcd155e375ce6546c6c9aa671d6c320ac1f9ce47f88bd3f1,1293.4791408520252,1184.9679555469893,1184.9679555469893,108.51118530503595,SEARCH_STRICT_IMPROVEMENT,0,0,2,1,8,32,0.8003654580097646,5918377aff7946b394c70288635fea67f6fbc086b0479198baaf069ffd4095e8,PASS,0
cn-prd-150c-01-V2-LOCATIONS,1,962c926f1d0b702f9b6a27d7b8e130691a86f2ba272f5c211d8b9abd57c0a8ab,D_guangzhou,1,SINGLETON_COMMON_INITIAL,d11634903bdbb861d61c0621aa642d99b59ec9cef841c66cce982f8553b03b07,4085.641699341887,3720.8346238948006,3720.8346238948006,364.8070754470864,SEARCH_STRICT_IMPROVEMENT,0,0,7,3,133,32,3.722549209021963,2ebb0255e6c3a80fb879bc4ffdfcd5ac959ca356a1c90925a2a79cfcadcecbd0,PASS,0
cn-prd-150c-01-V2-LOCATIONS,1,962c926f1d0b702f9b6a27d7b8e130691a86f2ba272f5c211d8b9abd57c0a8ab,D_shenzhen,1,SINGLETON_COMMON_INITIAL,25f94ffa1b6b305e8bffe08f9f64c79cabb57aaf6f6cf561a105fc399dc104b2,4274.191944436559,4037.271244052,4037.271244052,236.9207003845595,SEARCH_STRICT_IMPROVEMENT,0,0,7,3,168,32,7.073904791963287,5e5643209f09b4cea6819b8620ba830e5c06e7db9c3198d249f73d630bd56fab,PASS,0
cn-prd-150c-01-V2-LOCATIONS,1,962c926f1d0b702f9b6a27d7b8e130691a86f2ba272f5c211d8b9abd57c0a8ab,D_dongguan+D_foshan,2,COALITION_COMMON_INITIAL,0c3b965589a70ea9770c60440775176492d9fc21b7fe6b44fb6af006b70259a7,3343.0389660900178,2236.0858893566756,2236.0858893566756,1106.9530767333422,SEARCH_STRICT_IMPROVEMENT,13,3750.0,4,2,94,32,2.094204292050563,52af22bb9a54e46327257fb2491886490a4fb16b64c7e8a4a32c1df756b915ad,PASS,0
cn-prd-150c-01-V2-LOCATIONS,1,962c926f1d0b702f9b6a27d7b8e130691a86f2ba272f5c211d8b9abd57c0a8ab,D_dongguan+D_guangzhou,2,COALITION_COMMON_INITIAL,809e0f621bbeff78ca144477d6053d81f6bae1f7b6e7e0aad4362e65c6c3f414,6135.201524579879,4558.080027708846,4558.080027708846,1577.1214968710337,SEARCH_STRICT_IMPROVEMENT,38,9792.0,9,4,208,32,5.97035008308012,dc3a4131fd4ac0a271678b619ec7504c5b6d4fe6182465748dbd39303ee1e886,PASS,0
cn-prd-150c-01-V2-LOCATIONS,1,962c926f1d0b702f9b6a27d7b8e130691a86f2ba272f5c211d8b9abd57c0a8ab,D_dongguan+D_shenzhen,2,COALITION_COMMON_INITIAL,e3d210bbf67b91915c8717648b6e9a2080eea09f0d0199ad20e6db76c9b8e3b5,6323.751769674551,4671.8799794646075,4671.8799794646075,1651.8717902099434,SEARCH_STRICT_IMPROVEMENT,36,10069.0,9,4,208,32,8.274198792059906,fea6ba1e9bcd2236a34ea375e39162cef110f533eee343ca52e10b2e71216747,PASS,0
cn-prd-150c-01-V2-LOCATIONS,1,962c926f1d0b702f9b6a27d7b8e130691a86f2ba272f5c211d8b9abd57c0a8ab,D_foshan+D_guangzhou,2,COALITION_COMMON_INITIAL,00907be9a0a0173c0318e5c485c6cd0931890f6d488277d71cf8df9054a1623c,5379.120840193912,4284.163251358997,4284.163251358997,1094.9575888349154,SEARCH_STRICT_IMPROVEMENT,35,9099.0,8,4,238,32,8.374612333020195,d7b4623028c2b3d17c371fd7e8ac615dcced4451361c58e3af48b0ead7237d36,PASS,0
cn-prd-150c-01-V2-LOCATIONS,1,962c926f1d0b702f9b6a27d7b8e130691a86f2ba272f5c211d8b9abd57c0a8ab,D_foshan+D_shenzhen,2,COALITION_COMMON_INITIAL,a3033e6d25b4fcd10d7ca934e3161ad7040b3acacf188893d3481abe595583b7,5567.671085288584,3696.119929380804,3696.119929380804,1871.5511559077804,SEARCH_STRICT_IMPROVEMENT,38,10139.0,8,4,234,32,5.59875841694884,764368d2cfedc22fa62ccaecd057b0ab8b77c97d8c1e752aa59ed16765f89ef4,PASS,0
cn-prd-150c-01-V2-LOCATIONS,1,962c926f1d0b702f9b6a27d7b8e130691a86f2ba272f5c211d8b9abd57c0a8ab,D_guangzhou+D_shenzhen,2,COALITION_COMMON_INITIAL,70e59a43e0ba7579b8bdb6765d58a26b2b8490143a0d1b3c15bbcd842bb128b3,8359.833643778447,5391.506866725174,5391.506866725174,2968.326777053273,SEARCH_STRICT_IMPROVEMENT,65,16737.0,13,6,298,32,10.82293404196389,139e6f266ea400475406a4161b1ee9d38dc863e50586652cb0d555ad7dd7f792,PASS,0
cn-prd-150c-01-V2-LOCATIONS,1,962c926f1d0b702f9b6a27d7b8e130691a86f2ba272f5c211d8b9abd57c0a8ab,D_dongguan+D_foshan+D_guangzhou,3,COALITION_COMMON_INITIAL,c9b036f2c12156a4be457cfe11e05719e0ecbc88ed5729ddee0002d093377158,7428.680665431905,5504.18546028364,5504.18546028364,1924.495205148265,SEARCH_STRICT_IMPROVEMENT,55,15141.0,11,5,89,32,7.363540166057646,3df584b88710445419fb0d289bc44f599135d52a6adafe0d5d07063f435d152d,PASS,0
cn-prd-150c-01-V2-LOCATIONS,1,962c926f1d0b702f9b6a27d7b8e130691a86f2ba272f5c211d8b9abd57c0a8ab,D_dongguan+D_foshan+D_shenzhen,3,COALITION_COMMON_INITIAL,c8a8933892bf45f5fb9ba4420821e4ce015ff407c324923d29dc4d8ffa110397,7617.230910526577,4757.27164643138,4757.27164643138,2859.959264095197,SEARCH_STRICT_IMPROVEMENT,62,17015.0,10,5,272,32,11.381298082997091,9347e3730a0ab84baed8da4994f9c584121ec91b276731393ce4481b9dc400e5,PASS,0
cn-prd-150c-01-V2-LOCATIONS,1,962c926f1d0b702f9b6a27d7b8e130691a86f2ba272f5c211d8b9abd57c0a8ab,D_dongguan+D_guangzhou+D_shenzhen,3,COALITION_COMMON_INITIAL,a3f25914722ac05c0dcc7e4997665d8768ae96442eb6526ad341f84313b0d2c6,10409.393469016439,6304.094950569949,6304.094950569949,4105.29851844649,SEARCH_STRICT_IMPROVEMENT,89,23612.0,16,7,404,32,17.429032958927564,2140633b8293ae8cd28448ef3eb466dcf0856bd6708b6d34ec182fdc4968f9b0,PASS,0
cn-prd-150c-01-V2-LOCATIONS,1,962c926f1d0b702f9b6a27d7b8e130691a86f2ba272f5c211d8b9abd57c0a8ab,D_foshan+D_guangzhou+D_shenzhen,3,COALITION_COMMON_INITIAL,89ce1dbe0e51ceaaeb8877c97a4e21c9034f937cd424de5382f51ffa8cfd92a9,9653.312784630472,6083.532270885946,6083.532270885946,3569.7805137445266,SEARCH_STRICT_IMPROVEMENT,86,22223.0,15,7,403,32,16.957963416934945,ec43ed07ab066b78b8792a9f4aca13208d748fb48d78ffaf11afd498a5acec6f,PASS,0
cn-prd-150c-01-V2-LOCATIONS,1,962c926f1d0b702f9b6a27d7b8e130691a86f2ba272f5c211d8b9abd57c0a8ab,D_dongguan+D_foshan+D_guangzhou+D_shenzhen,4,COALITION_COMMON_INITIAL,d78a2972ac9716b57fa949db4e4c8365ee8b55ed942f30263f41d4315f20a751,11702.872609868464,6799.044523852713,6799.044523852713,4903.828086015751,SEARCH_STRICT_IMPROVEMENT,108,28614.0,17,8,434,32,21.131533915991895,32d08e6f886f77930edb779d0e8e7ac55cc0d23be170e35be8814188acca364e,PASS,0
